,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
12628,No,Points,Letter,High,Two,No,Medium,One,Two,Three,Yes,1068,263,1566,1366,1077
12629,No,Air Miles,Letter,Medium,One,No,Medium,Three,One,Two,No,212,227,271,274,76
12630,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Two,Yes,744,823,507,741,905
12631,No,Air Miles,Postcard,High,One,No,High,Three,One,Five,Yes,1052,1440,1065,1036,670
12632,No,Cash Back,Letter,Medium,One,No,Medium,Three,One,Three,Yes,1182,179,217,1114,3218
12633,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Two,Yes,214,87,153,357,260
12634,No,Air Miles,Letter,High,One,No,High,Three,Two,Four,No,2948,3450,3214,2750,2380
12635,No,Cash Back,Letter,Low,One,No,High,Two,One,Two,Yes,1138,575,1427,1645,905
12636,No,Air Miles,Letter,Medium,Two,No,High,Two,Two,Four,Yes,834,969,923,557,890
12637,No,Cash Back,Letter,High,Two,No,Medium,Three,One,Three,No,1662,1632,1688,1503,1828
12638,No,Cash Back,Letter,Medium,Two,No,Low,Four,Two,Five,Yes,1002,1738,1051,870,352
12639,No,Cash Back,Letter,Low,Three,No,Low,Two,One,Three,No,1141,431,1411,1546,1176
12640,No,Points,Postcard,High,Two,No,Low,Three,One,Three,Yes,975,1026,480,1787,610
12641,No,Air Miles,Letter,Low,One,No,High,One,One,Three,No,139,48,244,164,101
12642,No,Cash Back,Letter,High,Two,No,Low,One,One,Five,Yes,220,395,79,283,123
12643,No,Points,Postcard,Low,One,No,High,Two,One,One,No,1165,1715,1508,890,550
12644,No,Points,Letter,Low,Three,No,Medium,One,One,Four,Yes,1010,635,961,1286,1159
12645,No,Air Miles,Postcard,Low,One,No,Medium,One,One,Three,No,754,917,607,790,703
12646,No,Points,Postcard,Low,Two,Yes,Low,Two,One,Three,Yes,1002,1667,1334,929,78
12647,No,Cash Back,Letter,Medium,One,No,High,Three,One,Five,No,954,392,706,1269,1450
12648,No,Air Miles,Postcard,High,Two,No,Medium,Three,Two,Four,Yes,1108,839,434,1119,2043
12649,Yes,Points,Letter,High,Three,Yes,Low,One,Two,Two,Yes,1054,1793,1263,851,309
12650,No,Points,Postcard,High,Two,Yes,Medium,One,One,Five,Yes,807,964,838,613,813
12651,No,Cash Back,Postcard,High,One,Yes,Low,Two,Two,Five,No,1724,1568,1764,1869,1695
12652,No,Air Miles,Postcard,High,Two,Yes,Low,Two,One,Three,Yes,1232,866,1244,1620,1198
12653,No,Cash Back,Postcard,High,One,No,Low,Two,One,Two,No,295,297,299,351,236
12654,No,Points,Letter,Medium,One,No,High,Two,One,Four,Yes,977,1539,1416,842,114
12655,No,Points,Letter,Medium,One,No,High,Three,One,Four,Yes,1388,960,825,1696,2072
12656,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Three,Yes,1176,1010,753,1787,1154
12657,No,Cash Back,Postcard,Medium,Two,No,Medium,One,One,One,No,711,535,877,616,818
12658,No,Cash Back,Postcard,High,Two,No,Medium,Three,One,Three,Yes,1106,372,1320,1510,1224
12659,No,Air Miles,Postcard,Medium,One,No,Medium,Four,One,Three,Yes,935,410,1190,1553,590
12660,No,Points,Letter,Medium,One,No,High,One,One,Three,Yes,771,766,881,507,933
12661,No,Cash Back,Postcard,High,One,No,Medium,One,One,Four,No,1133,448,1646,1972,469
12662,No,Air Miles,Postcard,Medium,One,No,Medium,Two,Two,Two,Yes,827,879,791,781,857
12663,No,Points,Postcard,High,One,No,Medium,Two,One,Two,Yes,932,1300,1017,1080,332
12664,No,Cash Back,Postcard,Low,One,No,Medium,Three,Two,Three,Yes,987,1765,1105,677,402
12665,No,Air Miles,Letter,Medium,Two,No,Medium,Two,One,Five,Yes,776,742,774,870,720
12666,No,Cash Back,Postcard,Medium,One,No,Medium,One,Two,One,No,1270,819,825,1710,1729
12667,No,Points,Letter,High,Two,No,Medium,Two,One,Five,Yes,1171,1159,1805,887,836
12668,No,Points,Postcard,Low,One,No,High,Two,One,Two,No,968,418,860,1706,891
12669,No,Points,Postcard,Low,Three,No,Low,One,One,Four,Yes,1783,1978,1962,1611,1584
12670,No,Air Miles,Letter,Medium,One,No,High,Two,One,Four,Yes,746,938,971,543,535
12671,Yes,Air Miles,Postcard,Low,One,No,Low,Three,One,Four,Yes,1348,761,1005,1649,1978
12672,No,Points,Letter,Medium,One,Yes,High,Three,One,Four,No,1318,1914,1258,1110,990
12673,No,Air Miles,Postcard,High,One,No,Medium,Two,One,Five,Yes,1102,359,1735,1738,576
12674,No,Cash Back,Postcard,Medium,Two,No,Medium,Two,One,Four,No,873,822,897,786,989
12675,No,Points,Postcard,High,One,No,High,One,One,Six,No,950,1903,1259,450,191
12676,No,Cash Back,Letter,Medium,Two,No,Low,Three,One,Four,Yes,850,1694,1091,519,97
12677,No,Cash Back,Letter,Low,One,Yes,Medium,Two,One,Five,No,1183,27,1445,1971,1290
12678,No,Points,Letter,Low,One,No,Medium,One,One,Four,Yes,716,827,516,773,748
12679,No,Points,Postcard,High,One,No,Low,One,One,Four,No,1030,1703,1220,921,277
12680,No,Points,Letter,Medium,One,No,Medium,One,One,One,No,1381,1017,976,1520,2011
12681,No,Cash Back,Postcard,Medium,One,No,High,Two,Two,Two,No,1576,903,1732,2128,1544
12682,No,Air Miles,Letter,Low,One,Yes,Medium,One,One,Three,Yes,1191,727,1185,1130,1724
12683,No,Cash Back,Letter,Low,One,No,Medium,One,One,Three,Yes,1052,247,1188,1779,997
12684,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Four,Yes,968,1612,1171,780,312
12685,No,Points,Letter,Medium,One,Yes,Medium,One,One,Three,No,1593,1330,1727,2059,1256
12686,No,Points,Postcard,Medium,One,Yes,High,Two,One,Four,Yes,1044,1633,1368,909,267
12687,Yes,Points,Postcard,Medium,Two,No,Low,One,One,Three,Yes,1220,323,1786,1503,1269
12688,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,No,1041,610,1497,1299,760
12689,No,Cash Back,Postcard,Low,One,No,High,Two,Two,Five,Yes,1065,1717,897,800,849
12690,No,Cash Back,Letter,Medium,Two,Yes,Medium,Two,One,One,Yes,1169,306,743,1569,2059
12691,No,Cash Back,Letter,Medium,One,No,Low,One,One,Three,Yes,205,28,3,293,498
12692,No,Cash Back,Postcard,Low,Two,No,Medium,One,One,Four,No,925,1557,1324,609,212
12693,No,Cash Back,Postcard,Low,One,Yes,Medium,One,Two,Four,Yes,960,1376,1635,435,395
12694,No,Air Miles,Postcard,High,One,No,Medium,One,Two,Three,Yes,1004,1521,1072,942,482
12695,No,Cash Back,Letter,Low,One,Yes,High,One,One,Three,Yes,1201,378,1622,1492,1315
12696,No,Cash Back,Postcard,Medium,One,Yes,Medium,Two,One,Three,Yes,689,720,826,502,711
12697,No,Points,Letter,Low,One,No,Medium,One,One,Four,Yes,1225,1726,1542,1341,292
12698,Yes,Points,Postcard,Medium,Two,No,High,One,One,Three,Yes,302,464,315,129,300
12699,No,Points,Postcard,High,One,No,Low,One,One,Three,No,1023,1899,1421,569,205
12700,No,Air Miles,Letter,Medium,One,No,Low,Three,One,Three,No,270,400,192,187,303
12701,No,Cash Back,Postcard,Low,One,No,Low,Two,One,Six,No,1237,1855,1729,808,558
12702,No,Air Miles,Postcard,Medium,One,Yes,Low,Three,One,Three,Yes,1658,1697,1595,1717,1623
12703,No,Cash Back,Letter,Medium,One,No,High,One,Two,Three,No,866,70,1387,1426,581
12704,Yes,Points,Postcard,Low,One,No,Low,One,One,Three,No,1293,919,1392,1406,1455
12705,No,Air Miles,Postcard,High,One,Yes,Low,One,Two,Four,Yes,1118,1633,1445,512,885
12706,No,Air Miles,Letter,Medium,One,No,High,Two,One,Six,Yes,894,2137,806,566,68
12707,No,Cash Back,Letter,Medium,One,No,High,Two,One,Three,Yes,1083,1810,886,1021,618
12708,No,Air Miles,Letter,Low,Two,No,Low,Two,One,Four,Yes,1069,596,1280,1840,560
12709,No,Cash Back,Letter,Medium,One,No,High,Two,One,Three,Yes,1227,612,1390,2297,609
12710,Yes,Points,Postcard,High,One,No,Low,One,Two,Three,No,1332,1092,1224,1225,1789
12711,No,Points,Letter,High,Two,Yes,Medium,Two,One,Three,Yes,1777,1726,1602,1792,1990
12712,No,Air Miles,Postcard,Low,Two,Yes,High,One,One,Four,No,934,1364,992,918,463
12713,No,Cash Back,Letter,Medium,One,Yes,Medium,Two,One,Three,Yes,1016,154,1014,1550,1348
12714,No,Cash Back,Postcard,Medium,One,Yes,Medium,Three,One,Four,Yes,1028,1570,1474,590,478
12715,No,Points,Postcard,Low,One,No,Low,One,One,Four,No,967,897,516,1114,1344
12716,No,Air Miles,Postcard,High,One,No,High,Three,One,Two,Yes,1008,472,1094,1221,1245
12717,No,Cash Back,Letter,High,One,No,Low,One,One,Four,Yes,1278,589,761,1661,2104
12718,No,Points,Letter,Medium,Two,No,High,Two,One,Three,Yes,1082,934,867,917,1611
12719,Yes,Air Miles,Postcard,Low,One,No,Low,Four,One,Four,No,900,1665,1184,726,25
12720,No,Points,Postcard,Medium,One,No,Low,Two,One,Three,Yes,1168,1917,1178,1307,273
12721,No,Cash Back,Letter,Medium,One,No,High,Two,One,Two,Yes,980,1675,1224,899,125
12722,No,Cash Back,Letter,Low,One,No,Low,Two,One,Four,No,752,622,815,575,996
12723,Yes,Air Miles,Postcard,Low,One,No,Low,Three,One,Five,Yes,1019,1700,1133,968,278
12724,No,Points,Postcard,High,Two,No,Low,Three,One,Five,No,735,750,726,582,883
12725,No,Points,Letter,Low,Two,No,Low,Four,One,Two,No,1145,987,840,1462,1292
12726,No,Air Miles,Letter,Medium,One,Yes,Low,Two,One,Four,No,917,1768,1063,525,314
12727,No,Points,Postcard,Medium,One,Yes,High,Two,One,Three,No,901,357,723,976,1551
12728,No,Points,Postcard,Medium,One,No,Low,One,One,Three,Yes,1722,1655,1604,1668,1961
12729,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Three,Yes,1191,414,1116,1600,1635
12730,No,Cash Back,Postcard,Low,One,No,High,Three,One,Three,No,1232,1459,1783,1297,390
12731,No,Cash Back,Letter,High,One,No,High,One,One,Four,Yes,812,20,848,1127,1255
12732,No,Air Miles,Postcard,High,One,Yes,Medium,Two,Two,One,Yes,803,849,691,903,770
12733,No,Air Miles,Postcard,Low,Two,No,Medium,Two,One,Two,Yes,240,299,353,259,51
12734,No,Air Miles,Postcard,Low,One,No,Low,Three,One,Two,Yes,879,568,688,1044,1216
12735,No,Points,Letter,High,One,Yes,High,Three,One,Three,Yes,1094,109,1049,1750,1470
12736,No,Cash Back,Postcard,High,One,No,High,One,One,Four,No,1015,2144,949,642,328
12737,No,Air Miles,Postcard,High,One,Yes,High,One,One,Four,Yes,766,8,1206,1340,510
12738,No,Cash Back,Letter,Medium,Two,Yes,High,Two,One,Three,Yes,974,476,921,2066,433
12739,No,Points,Postcard,High,Two,No,Low,Two,One,Six,Yes,798,681,759,1338,416
12740,No,Air Miles,Postcard,Low,One,No,Low,Two,Three,Four,No,836,173,803,1754,616
12741,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Four,No,330,380,358,246,339
12742,No,Air Miles,Letter,High,One,No,High,One,Two,Four,Yes,1074,1953,1431,774,138
12743,No,Air Miles,Letter,Medium,One,No,Medium,Three,One,Three,Yes,996,1843,1216,558,367
12744,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Two,Yes,1339,823,1310,2003,1220
12745,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Four,Yes,951,333,559,2291,623
12746,No,Points,Letter,High,One,No,Low,Two,One,Three,Yes,979,228,1261,1519,911
12747,No,Air Miles,Letter,Low,One,No,High,Two,Two,Three,Yes,818,1554,1084,579,56
12748,No,Air Miles,Postcard,Medium,One,No,High,One,One,Three,No,1151,909,891,1490,1317
12749,No,Cash Back,Postcard,Low,One,No,Low,Two,One,Two,Yes,911,1784,1188,633,42
12750,No,Cash Back,Postcard,High,One,No,High,One,One,Four,Yes,1409,782,1680,2014,1162
12751,No,Air Miles,Letter,Medium,Two,Yes,High,Two,One,Two,No,1066,282,1369,2017,598
12752,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1092,1825,1538,724,284
12753,No,Air Miles,Postcard,Medium,One,No,High,Two,One,One,Yes,1032,1753,1160,825,391
12754,No,Air Miles,Postcard,Low,One,No,High,One,One,Three,Yes,974,1584,1613,450,252
12755,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Two,Yes,951,1294,1079,1265,169
12756,No,Points,Postcard,High,One,No,Medium,Two,One,Three,Yes,1148,288,1438,1661,1207
12757,No,Air Miles,Letter,Low,One,No,Low,Three,One,Three,Yes,1147,164,1399,1409,1618
12758,No,Air Miles,Letter,Medium,One,No,High,One,One,Two,No,748,506,648,997,843
12759,No,Air Miles,Letter,Low,One,No,High,One,Two,Four,No,1014,1890,1097,968,101
12760,No,Cash Back,Letter,High,Two,No,Medium,One,One,Five,Yes,831,944,839,664,877
12761,No,Points,Letter,Medium,One,No,Low,Three,One,Three,Yes,1005,126,999,1657,1240
12762,No,Air Miles,Letter,Medium,One,Yes,Medium,One,Two,Five,No,1162,639,680,1193,2138
12763,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1844,1807,1992,1731,1849
12764,No,Air Miles,Letter,Low,One,Yes,Medium,Three,Two,Two,Yes,993,401,465,1374,1733
12765,Yes,Points,Postcard,Medium,One,No,Medium,One,Two,Two,No,1010,1620,1456,867,97
12766,No,Air Miles,Letter,Medium,One,No,Low,One,One,Five,No,916,1252,841,1316,258
12767,No,Points,Postcard,Low,One,No,Medium,Two,One,Three,Yes,795,786,685,757,953
12768,No,Air Miles,Letter,Medium,One,No,Low,One,One,Four,No,282,183,239,360,349
12769,No,Cash Back,Postcard,Low,One,No,Medium,One,One,Three,Yes,659,513,800,778,547
12770,No,Air Miles,Postcard,Low,One,No,Medium,Four,One,Four,No,233,246,461,81,147
12771,No,Points,Letter,High,One,No,Low,Four,One,Four,No,842,3,1341,1556,469
12772,Yes,Cash Back,Postcard,Medium,Two,No,Low,One,One,Two,No,884,491,714,1083,1249
12773,No,Points,Letter,Medium,One,No,High,Three,One,Three,No,1065,735,1104,1408,1014
12774,No,Air Miles,Letter,Low,One,No,High,Two,One,Three,No,1044,591,1195,1894,498
12775,No,Points,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1781,1729,1869,1913,1615
12776,Yes,Points,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1060,29,1690,1977,545
12777,No,Cash Back,Postcard,Medium,Two,No,High,One,One,Four,Yes,1238,1004,842,947,2160
12778,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1148,247,1457,1054,1837
12779,No,Cash Back,Letter,Low,Two,No,Low,One,Two,Four,Yes,1273,68,1259,1614,2152
12780,No,Air Miles,Postcard,High,One,No,Medium,Two,Two,Three,Yes,298,287,137,405,365
12781,No,Cash Back,Postcard,High,One,No,High,One,One,Five,No,1557,1253,1882,1449,1644
12782,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,No,1079,1448,961,1331,578
12783,No,Air Miles,Letter,High,One,No,High,Two,One,Three,No,1008,1888,1032,751,363
12784,No,Air Miles,Postcard,Low,One,No,Low,Two,One,Four,Yes,876,1303,1273,766,165
12785,No,Points,Letter,Medium,One,No,High,Two,One,Three,Yes,1010,1992,1090,603,358
12786,No,Points,Letter,Medium,One,No,Low,Two,One,Three,Yes,1220,436,1368,1995,1081
12787,Yes,Cash Back,Postcard,Medium,Two,No,Low,One,One,Four,Yes,1016,458,1306,1072,1228
12788,No,Cash Back,Postcard,Medium,Two,No,Medium,One,One,Three,No,749,920,602,928,549
12789,No,Points,Postcard,High,Two,Yes,Medium,Two,One,Three,Yes,708,574,635,964,660
12790,No,Points,Letter,High,One,No,Medium,Two,One,Four,Yes,749,812,735,718,734
12791,No,Points,Postcard,Low,One,No,High,Four,One,Three,Yes,292,378,309,303,181
12792,No,Air Miles,Postcard,High,One,No,Low,One,One,Two,Yes,973,1766,1185,872,72
12793,No,Cash Back,Letter,High,One,No,Medium,Two,One,Four,Yes,1004,706,1082,1529,702
12794,No,Cash Back,Letter,Low,Two,No,Medium,One,One,Four,No,749,737,961,542,756
12795,No,Cash Back,Letter,Medium,One,No,Low,Two,Two,Four,Yes,1523,733,1668,2163,1530
12796,No,Points,Letter,Low,One,No,Low,Two,One,Four,No,901,1599,1345,604,58
12797,No,Points,Postcard,Medium,One,No,High,Two,One,Four,Yes,807,851,893,553,933
12798,No,Points,Postcard,Medium,Two,No,High,Two,One,Four,No,1284,2069,1608,1357,102
12799,No,Points,Letter,Low,Two,No,High,Three,One,Three,Yes,1406,534,1651,2163,1278
12800,No,Points,Letter,High,One,No,Medium,One,One,Five,Yes,1165,2189,972,1344,155
12801,No,Points,Postcard,Medium,One,No,High,Three,One,One,Yes,1270,306,1215,1483,2078
12802,No,Points,Letter,High,Two,No,High,One,One,Five,No,295,260,398,461,63
12803,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Two,Yes,962,263,912,1547,1129
12804,No,Cash Back,Postcard,Low,One,No,Medium,One,Two,Three,Yes,1280,1982,1653,621,867
12805,No,Points,Postcard,High,One,Yes,Low,One,One,Four,Yes,752,945,641,844,579
12806,No,Points,Postcard,Low,One,Yes,High,One,One,Six,Yes,920,1858,1033,639,151
12807,No,Cash Back,Postcard,Low,One,No,Low,Two,One,Three,Yes,1540,1041,1778,1737,1604
12808,No,Points,Letter,Low,Two,No,High,Two,One,Four,Yes,1232,660,1331,850,2089
12809,No,Cash Back,Letter,Medium,One,No,High,One,Two,Three,Yes,1250,859,1146,1421,1577
12810,No,Cash Back,Postcard,Low,One,No,High,Two,One,Four,Yes,966,1843,887,470,667
12811,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Four,Yes,282,19,332,403,377
12812,No,Points,Postcard,Medium,One,No,Low,Two,One,Four,No,764,695,778,890,693
12813,No,Air Miles,Postcard,Low,Two,Yes,High,One,One,Five,Yes,1369,1914,1176,1350,1037
12814,No,Points,Letter,Medium,One,Yes,Low,Two,One,Three,Yes,1346,1835,1290,1370,889
12815,No,Cash Back,Letter,Low,One,No,High,One,Two,Four,No,1014,1729,1185,645,497
12816,No,Cash Back,Letter,Low,One,No,Medium,Three,One,Five,Yes,1115,810,956,1620,1077
12817,No,Points,Postcard,Low,One,No,Low,Three,One,Five,No,1066,379,552,2294,1042
12818,No,Points,Letter,Medium,One,Yes,Medium,One,One,Two,Yes,906,1560,1292,652,121
12819,No,Points,Letter,Medium,One,No,High,Two,One,Four,Yes,248,399,258,175,160
12820,No,Cash Back,Postcard,Low,One,No,High,Four,One,Five,Yes,190,198,373,47,145
12821,No,Air Miles,Postcard,Low,One,No,High,Two,One,Two,No,1095,1972,1305,613,491
12822,No,Cash Back,Postcard,Medium,Two,No,Medium,Two,One,Three,No,217,202,233,100,336
12823,No,Air Miles,Postcard,Medium,One,No,High,One,One,Three,Yes,1132,1047,1349,875,1259
12824,No,Air Miles,Letter,High,One,No,Low,Three,One,Two,No,178,371,144,108,91
12825,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Three,No,612,625,624,568,633
12826,No,Points,Letter,Medium,One,No,High,Three,One,Five,Yes,325,152,288,467,393
12827,No,Air Miles,Letter,Low,One,Yes,Medium,One,One,Three,No,252,277,468,10,256
12828,No,Air Miles,Postcard,Low,Two,No,Low,One,One,One,Yes,652,776,679,504,651
12829,No,Points,Letter,Low,One,No,Medium,Two,One,Four,Yes,863,1881,835,442,294
12830,No,Cash Back,Letter,Medium,One,No,Low,Four,One,Three,Yes,288,140,306,339,367
12831,Yes,Points,Letter,High,One,Yes,High,Two,One,Five,Yes,762,619,540,1330,561
12832,No,Cash Back,Postcard,High,One,No,Low,Four,One,Six,Yes,251,332,12,253,409
12833,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Four,Yes,1262,577,965,1546,1963
12834,No,Air Miles,Postcard,High,One,No,Medium,Three,One,Three,Yes,1282,714,1528,1678,1208
12835,No,Cash Back,Postcard,Medium,One,No,High,One,One,Three,No,888,1664,1003,699,188
12836,No,Cash Back,Postcard,Medium,Two,No,Low,Two,One,Five,Yes,786,612,765,1175,592
12837,No,Cash Back,Postcard,High,One,No,High,One,One,Five,Yes,997,1484,1189,890,428
12838,No,Air Miles,Letter,Medium,One,Yes,Medium,Two,One,Three,Yes,711,659,730,877,578
12839,No,Cash Back,Postcard,Medium,One,No,High,One,One,Two,No,155,75,54,436,56
12840,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Four,Yes,342,440,280,298,351
12841,No,Cash Back,Letter,High,One,No,Low,Two,One,Five,Yes,1112,433,1174,1691,1152
12842,No,Air Miles,Postcard,Low,One,No,Medium,One,One,Five,Yes,1818,1857,1746,1880,1789
12843,Yes,Points,Postcard,Low,Two,No,Medium,Two,One,Six,No,212,213,210,269,159
12844,Yes,Air Miles,Letter,Medium,Two,No,Low,Three,One,Three,No,1101,107,447,2006,1847
12845,No,Air Miles,Postcard,Low,Two,Yes,Low,Three,Two,Five,Yes,913,1782,1170,511,192
12846,No,Points,Letter,Low,Two,Yes,High,Two,Two,Three,Yes,779,874,839,667,736
12847,No,Cash Back,Letter,High,One,No,High,Two,One,Four,No,1043,1823,1425,733,191
12848,No,Air Miles,Letter,Medium,One,No,Medium,Four,One,Four,No,1328,810,1268,2000,1237
12849,No,Air Miles,Postcard,Low,One,No,Medium,Three,One,Four,No,247,250,229,318,193
12850,No,Points,Letter,Medium,One,Yes,Low,Two,One,Two,Yes,1162,1966,1393,827,465
12851,No,Air Miles,Letter,Medium,Three,No,Low,One,One,Four,No,562,93,514,975,669
12852,No,Points,Letter,Low,One,No,Medium,Two,One,Five,No,714,588,811,905,554
12853,No,Points,Letter,Low,One,No,High,Two,One,Four,Yes,232,320,329,209,72
12854,No,Cash Back,Letter,Medium,Three,Yes,Low,Two,One,Three,Yes,1048,1853,1409,559,372
12855,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Three,No,910,1667,972,793,208
12856,No,Cash Back,Letter,High,One,No,Low,Two,One,Three,Yes,1141,957,1629,1246,735
12857,No,Air Miles,Postcard,Low,One,No,High,Three,One,Two,No,950,107,486,2138,1072
12858,No,Air Miles,Letter,Medium,One,No,Low,Two,Two,Four,No,996,1619,1366,673,326
12859,No,Air Miles,Letter,Medium,Two,No,Medium,One,One,Five,Yes,711,791,591,649,816
12860,No,Points,Postcard,High,One,No,Low,One,One,Four,Yes,337,395,465,221,268
12861,No,Cash Back,Postcard,Medium,One,No,Medium,Four,One,Four,Yes,643,709,591,514,758
12862,No,Points,Letter,High,One,No,Low,Two,One,Two,Yes,1095,1696,1037,1147,501
12863,Yes,Air Miles,Letter,Medium,One,Yes,Low,Three,Two,Two,Yes,1302,1209,1655,1332,1014
12864,No,Air Miles,Postcard,High,One,No,High,One,One,Three,Yes,1072,106,1713,1646,826
12865,No,Cash Back,Postcard,Medium,One,No,High,One,One,One,No,263,281,303,217,254
12866,No,Cash Back,Letter,High,One,No,High,Three,One,Four,Yes,712,515,555,851,928
12867,No,Points,Postcard,High,Two,No,High,Three,Two,Four,Yes,972,1807,1174,513,395
12868,No,Cash Back,Postcard,Low,Two,No,Low,Three,One,Five,No,1129,863,1460,1607,587
12869,No,Cash Back,Postcard,Medium,One,No,High,Two,Two,Two,No,1116,959,1119,1782,605
12870,No,Air Miles,Postcard,Low,One,No,High,Two,One,Four,Yes,601,577,564,738,525
12871,No,Points,Letter,Medium,One,No,High,Two,Two,Three,Yes,172,12,304,134,239
12872,No,Points,Postcard,Low,One,No,Medium,Three,Two,Four,Yes,1338,1455,876,1550,1472
12873,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,No,910,205,724,1088,1626
12874,No,Points,Letter,High,Two,No,Medium,Two,One,Two,Yes,755,803,687,589,942
12875,No,Cash Back,Postcard,High,One,No,Medium,One,One,Two,No,937,1609,1150,814,177
12876,No,Cash Back,Postcard,High,Two,No,Low,Two,Two,Four,Yes,934,711,447,1060,1519
12877,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Two,No,1008,8,1360,1892,773
12878,No,Points,Letter,High,One,No,Medium,One,One,Five,Yes,1201,733,1381,1749,944
12879,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Five,No,990,1622,1080,797,461
12880,No,Cash Back,Letter,Low,One,No,Medium,Three,One,Four,No,1160,2074,1713,440,416
12881,No,Air Miles,Postcard,Low,Two,Yes,High,Two,Two,Three,Yes,918,1702,1315,608,50
12882,No,Air Miles,Postcard,Low,One,No,Low,Two,One,Four,Yes,949,289,853,2157,497
12883,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,No,180,392,147,155,26
12884,No,Air Miles,Postcard,Medium,One,No,High,One,One,Two,No,845,838,812,773,960
12885,Yes,Points,Postcard,Low,One,No,Low,Two,One,Five,No,1005,1532,1276,867,346
12886,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Three,Yes,1171,584,1161,1305,1635
12887,No,Points,Letter,Low,One,No,Medium,Two,One,Two,No,1541,358,1773,2282,1751
12888,No,Points,Postcard,Medium,Two,No,Low,One,One,Four,No,208,158,118,184,374
12889,No,Air Miles,Letter,Medium,Two,No,Low,One,One,Four,Yes,1003,1748,1235,553,477
12890,No,Points,Postcard,High,One,No,Low,Two,One,Two,Yes,1231,2149,1523,651,603
12891,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Four,Yes,994,1193,474,1815,496
12892,No,Points,Letter,Low,Two,No,Low,Three,One,Four,No,278,339,117,440,219
12893,No,Cash Back,Postcard,Low,Two,Yes,Medium,Two,Two,Four,No,1097,78,1120,1977,1214
12894,No,Air Miles,Letter,Medium,Two,Yes,Medium,Three,Two,Five,Yes,751,734,536,744,990
12895,No,Points,Postcard,Low,One,Yes,High,Three,Two,One,No,1029,1871,1113,614,519
12896,Yes,Air Miles,Postcard,High,One,No,High,Three,One,Five,No,1056,1532,1600,495,600
12897,No,Air Miles,Letter,Medium,Two,Yes,Medium,Two,One,Two,Yes,1239,1017,1087,856,1997
12898,No,Points,Postcard,Medium,Two,No,High,Three,One,Two,Yes,155,310,269,38,6
12899,No,Cash Back,Postcard,Medium,Two,No,Low,Two,One,Three,No,977,1624,1374,826,84
12900,No,Air Miles,Postcard,Low,One,Yes,High,Three,One,One,Yes,683,549,773,609,801
12901,No,Air Miles,Postcard,Low,One,No,Medium,Two,Two,Five,Yes,616,695,524,665,582
12902,No,Cash Back,Postcard,Low,One,No,High,One,One,Five,Yes,1033,1385,1540,431,778
12903,Yes,Points,Postcard,Low,One,No,Low,One,One,Two,Yes,124,10,26,318,143
12904,No,Points,Postcard,Low,One,No,Medium,One,One,Five,Yes,259,102,472,314,150
12905,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1410,540,1301,1980,1819
12906,No,Points,Postcard,Low,One,No,Medium,Two,One,Three,Yes,1149,318,1214,1636,1431
12907,No,Cash Back,Letter,High,One,No,Medium,One,One,Two,Yes,74,4,188,21,85
12908,No,Air Miles,Postcard,Medium,One,Yes,High,Two,Two,Three,No,1134,971,1553,1575,438
12909,No,Air Miles,Postcard,Low,One,No,Medium,One,One,One,Yes,1062,1785,1076,917,473
12910,No,Points,Letter,Low,One,No,High,Two,One,Two,Yes,1046,20,1798,1414,953
12911,Yes,Air Miles,Letter,Low,Two,No,Medium,Two,One,Two,Yes,1091,251,1051,1819,1245
12912,No,Air Miles,Letter,Medium,Two,Yes,Medium,Three,One,Two,Yes,1001,101,776,1710,1420
